Expediente,"Número resolución","Fecha Publicación","Alcance Gaceta",Gaceta,Producto,"Tipo de Cambio","Precio Referencia Internacional","Precio Referencia Internacional en colones","Costo adquisión dólar por barril","Costo adquisión en colones por litro","Otros Ingresos Prorrateados","Asignación Subsidio Pescadores","Asignación subsidio Política Sectorial","Asignación subsidio Políticas del Gobierno","Subsidio Pescadores","Subsidio Política Sectorial","Subsidio cruzado políticas de gobierno","Diferencial de precios","Liquidación extraordinaria","Impuesto Único",Canon,"Margen de operación de Recope","Rendimiento sobre Base Tarifaria","Liquidación Ordinaria","Precio en terminal sin impuesto","Ley 9840","Precio en terminal con impuesto","Margen comercializador","Precio final sin punto fijo Peddlers","Margen Estaciones Terrestres","Margen Estaciones Aéreas","Flete estaciones de servicio","Margen Envasador","Precio estaciones de servicio sin IVA","IVA de Transportista","Precio final en estaciones de servicio","Margen Distribuidor y Agencias","Margen Detallista","Precio gas por litro en detallistas","Precio Terminal sin impuesto ni subsidio Sectorial",Rige,"Límite Inferior Banda","Límite Superior Banda","Densidad de referencia expresado en kgs","Precio en terminal con impuesto masa","Precio final sin punto fijo masa Peddlers","Margen de comercializador masa","ID SIET",Observaciones
ET-084-2023,RE-0110-IE-2023,04-10-2023,191,182,"Emulsión asfáltica rápida (RR)",540.01364,0,0,53.1257,180.44623,0,0.1425,0,0,0,0,0,0,0.12992,40.25,0.36768,27.00986,13.78,0,221.87619,0,262.12619,3.75,265.87619,0,0,0,0,0,0,0,0,0,0,221.87619,True,0,0,,,,,,
ET-084-2023,RE-0110-IE-2023,04-10-2023,191,182,"Emulsión asfáltica lenta (RL)",540.01364,0,0,52.57898,178.58923,0,0.1425,0,0,0,0,0,0,-0.20055,40.25,0.36768,16.55986,13.78,0,209.23872,0,249.48872,3.75,253.23872,0,0,0,0,0,0,0,0,0,0,209.23872,True,0,0,,,,,,
ET-084-2023,RE-0110-IE-2023,04-10-2023,191,182,"LPG (70-30)",540.01364,0,0,37.06206,125.88462,0,0.1425,0,0,0,-41.6517,0,-7.22621,0.3682,24,0.36768,21.95986,10.56,0,110.40495,0,134.40495,0,0,56.68,0,0,49.605,240.68995,0,241,62.229,71.558,317.79695,152.05665,True,0,0,,,,,,
ET-084-2023,RE-0110-IE-2023,04-10-2023,191,182,"LPG (rico en propano)",540.01364,0,0,73.74342,250.47616,0,0,0,0,0,-33.62128,0,0,0,24,0.36768,22.08986,10.56,0,249.87242,0,273.87242,0,0,56.68,0,0,49.605,380.15742,0,380,62.229,71.558,457.26442,283.4937,True,0,0,,,,,,
ET-084-2023,RE-0110-IE-2023,04-10-2023,191,182,Av-Gas,540.01364,0,0,210.70686,715.68479,0,0.1425,11.72385,0,0,0,0,-116.84664,-0.50495,261.5,0.36768,52.34986,30.22,0,693.13709,0,954.63709,0,0,0,17.27,0,0,971.90709,0,972,0,0,0,681.41324,True,856.41366,1052.86052,,,,,,
ET-084-2023,RE-0110-IE-2023,04-10-2023,191,182,"Jet fuel A-1",540.01364,0,0,131.63014,447.09359,0,0.1425,0,0,0,0,0,24.47389,-0.05884,156.75,0.36768,54.12986,14.07,0,540.21869,0,696.96869,0,0,0,17.27,0,0,714.23869,0,714,0,0,0,540.21869,True,575.12828,818.80909,,,,,,
ET-084-2023,RE-0110-IE-2023,04-10-2023,191,182,"Nafta pesada",540.01364,0,0,117.73597,399.90082,0,0,0,0,0,0,0,0,0,38,0.36768,17.69986,10.5,0,428.46836,0,466.46836,3.75,470.21836,0,0,0,0,0,0,0,0,0,0,428.46836,True,0,0,,,,,,
ET-067-2023,RE-0102-IE-2023,06-09-2023,171,163,"Gasolina RON 95",543.648,0,0,122.70565,419.58575,0,0.14816,9.17261,0,0,0,0,-35.06499,10.73569,273.5,0.36768,26.72986,10.97,0,442.64476,0,716.14476,3.75,719.89476,56.68,0,12.77,0,785.59476,1.66,787,0,0,0,433.47215,True,0,0,,,,,,
ET-067-2023,RE-0102-IE-2023,06-09-2023,171,163,"Gasolina RON 91",543.648,0,0,112.88441,386.00254,0,0.14816,9.17261,0,0,0,0,-27.52427,5.40058,261.5,0.36768,26.50986,11.17,0,411.24716,0,672.74716,3.75,676.49716,56.68,0,12.77,0,742.19716,1.66,744,0,0,0,402.07455,True,0,0,,,,,,
ET-067-2023,RE-0102-IE-2023,06-09-2023,171,163,"Gasolina RON 91 (pescadores)",543.648,0,0,112.88441,386.00254,0,0,0,0,-17.3488,0,0,0,0,0,0,26.50986,0,0,395.1636,0,395.1636,0,0,0,0,0,0,0,0,0,0,0,0,395.1636,True,0,0,,,,,,
ET-067-2023,RE-0102-IE-2023,06-09-2023,171,163,"Diésel para uso automotriz de 50 ppm de azufre",543.648,0,0,111.38108,380.86197,0,0.14816,9.17261,0,0,0,0,-24.63533,4.51099,154.5,0.36768,26.77986,11.64,0,408.84594,0,563.34594,3.75,567.09594,56.68,0,12.77,0,632.79594,1.66,634,0,0,0,399.67333,True,0,0,,,,,,
ET-067-2023,RE-0102-IE-2023,06-09-2023,171,163,"Diésel uso automotriz 50 ppm azufre (pescadores)",543.648,0,0,111.38108,380.86197,0,0,0,0,-17.39986,0,0,0,0,0,0,26.77986,0,0,390.24197,0,390.24197,0,0,0,0,0,0,0,0,0,0,0,0,390.24197,True,0,0,,,,,,
ET-067-2023,RE-0102-IE-2023,06-09-2023,171,163,"Diésel marino",543.648,0,0,251.32317,859.38687,0,0,0,0,0,0,0,0,0,154.5,0.36768,26.77986,11.64,0,898.17441,0,1052.67441,0,0,0,0,0,0,0,0,0,0,0,0,898.17441,True,0,0,,,,,,
ET-067-2023,RE-0102-IE-2023,06-09-2023,171,163,Keroseno,543.648,0,0,124.7182,426.46757,0,0.14816,9.17261,0,0,0,0,0,1.72116,74.5,0.36768,25.10986,10.27,0,473.25704,0,547.75704,3.75,551.50704,56.68,0,12.77,0,617.20704,1.66,619,0,0,0,464.08443,True,0,0,,,,,,
ET-067-2023,RE-0102-IE-2023,06-09-2023,171,163,Bunker,543.648,0,0,86.31775,295.15919,0,0.14816,0,0,0,-27.59113,0,-20.04131,-3.21215,25,0.36768,50.12986,13.45,0,308.4103,0,333.4103,3.75,337.1603,0,0,0,0,0,0,0,0,0,0,336.00143,True,0,0,,,,,,
ET-067-2023,RE-0102-IE-2023,06-09-2023,171,163,"Bunker Térmico ICE",543.648,0,0,94.67637,323.74106,0,0,0,0,0,11.98241,0,0,0,25,0.36768,14.89986,3.19,0,354.18101,0,379.18101,0,0,0,0,0,0,0,0,0,0,0,0,342.1986,True,0,0,,,,,,
ET-067-2023,RE-0102-IE-2023,06-09-2023,171,163,"Bunker Térmico ICE 2",543.648,0,0,83.78696,286.50527,0,0.14816,0,0,0,-30.33759,0,0,-0.29396,25,0.36768,14.89986,3.19,0,274.47942,0,299.47942,0,0,0,0,0,0,0,0,0,0,0,0,304.81701,True,0,0,,,,,,
ET-067-2023,RE-0102-IE-2023,06-09-2023,171,163,"IFO 380",543.648,0,0,152.10112,520.10207,0,0,0,0,0,0,0,0,0,0,0.36768,42.08986,12.72,0,575.27961,0,575.27961,0,0,0,0,0,0,0,0,0,0,0,0,575.27961,True,509.37211,641.18711,,,,,,
ET-067-2023,RE-0102-IE-2023,06-09-2023,171,163,Asfalto,543.648,0,0,83.37972,285.11274,0,0.14816,0,0,0,0,0,-19.86032,1.79746,53.25,0.36768,58.85986,16.2,0,342.62558,0,395.87558,3.75,399.62558,0,0,0,0,0,0,0,0,0,0,342.62558,True,0,0,,,,,,
ET-067-2023,RE-0102-IE-2023,06-09-2023,171,163,"Asfalto AC-10",543.648,0,0,83.70291,286.21785,0,0,0,0,0,0,0,0,0,53.25,0.36768,59.06707,16.2,0,361.8526,0,415.1026,3.75,418.8526,0,0,0,0,0,0,0,0,0,0,361.8526,True,0,0,,,,,,
ET-067-2023,RE-0102-IE-2023,06-09-2023,171,163,"Diésel pesado o gasóleo",543.648,0,0,97.15514,332.21707,0,0.14816,9.17261,0,0,0,0,0,1.89398,51.25,0.36768,22.87986,6.07,0,372.74936,0,423.99936,3.75,427.74936,0,0,0,0,0,0,0,0,0,0,363.57675,True,0,0,,,,,,
ET-067-2023,RE-0102-IE-2023,06-09-2023,171,163,"Emulsión asfáltica rápida (RR)",543.648,0,0,54.46418,186.23751,0,0.14816,0,0,0,0,0,0,0.17675,40.25,0.36768,27.00986,13.78,0,227.71996,0,267.96996,3.75,271.71996,0,0,0,0,0,0,0,0,0,0,227.71996,True,0,0,,,,,,
ET-067-2023,RE-0102-IE-2023,06-09-2023,171,163,"Emulsión asfáltica lenta (RL)",543.648,0,0,54.19682,185.32328,0,0.14816,0,0,0,0,0,0,0.22356,40.25,0.36768,16.55986,13.78,0,216.40254,0,256.65254,3.75,260.40254,0,0,0,0,0,0,0,0,0,0,216.40254,True,0,0,,,,,,
ET-067-2023,RE-0102-IE-2023,06-09-2023,171,163,"LPG (70-30)",543.648,0,0,36.45421,124.65332,0,0.14816,0,0,0,-34.09459,0,-20.85261,5.93813,24,0.36768,21.95986,10.56,0,108.67996,0,132.67996,0,0,56.68,0,0,49.605,238.96496,0,239,62.229,71.558,316.07196,142.77454,True,0,0,,,,,,
ET-067-2023,RE-0102-IE-2023,06-09-2023,171,163,"LPG (rico en propano)",543.648,0,0,73.25044,250.47616,0,0,0,0,0,-33.62128,0,0,0,24,0.36768,22.08986,10.56,0,249.87242,0,273.87242,0,0,56.68,0,0,49.605,380.15742,0,380,62.229,71.558,457.26442,283.4937,True,0,0,,,,,,
ET-067-2023,RE-0102-IE-2023,06-09-2023,171,163,Av-Gas,543.648,0,0,194.63283,665.53711,0,0.14816,9.17261,0,0,0,0,-32.28326,10.48151,261.5,0.36768,52.34986,30.22,0,735.99367,0,997.49367,0,0,0,17.27,0,0,1014.76367,0,1015,0,0,0,726.82106,True,896.25799,1098.72935,,,,,,
ET-067-2023,RE-0102-IE-2023,06-09-2023,171,163,"Jet fuel A-1",543.648,0,0,124.7182,426.46757,0,0.14816,0,0,0,0,0,-35.01452,12.43561,156.75,0.36768,54.12986,14.07,0,472.60436,0,629.35436,0,0,0,17.27,0,0,646.62436,0,647,0,0,0,472.60436,True,506.61063,752.09809,,,,,,
ET-067-2023,RE-0102-IE-2023,06-09-2023,171,163,"Nafta pesada",543.648,0,0,117.79503,402.79414,0,0,0,0,0,0,0,0,0,38,0.36768,17.69986,10.5,0,431.36168,0,469.36168,3.75,473.11168,0,0,0,0,0,0,0,0,0,0,431.36168,True,0,0,,,,,,
ET-029-2022,RE-0101-IE-2023,01-09-2023,168,160,"Gasolina RON 95",549.61545,0,0,102.64277,354.83438,0,0.11839,7.95991,0,0,0,0,-35.06499,10.73569,273.5,0.36768,26.72986,10.97,0,376.65092,0,650.15092,3.75,653.90092,56.68,0,12.77,0,719.60092,1.66,721,0,0,0,368.69101,False,0,0,,,,,,
ET-029-2022,RE-0101-IE-2023,01-09-2023,168,160,"Gasolina RON 91",549.61545,0,0,96.91409,335.03042,0,0.11839,7.95991,0,0,0,0,-27.52427,5.40058,261.5,0.36768,26.50986,11.17,0,359.03257,0,620.53257,3.75,624.28257,56.68,0,12.77,0,689.98257,1.66,692,0,0,0,351.07266,False,0,0,,,,,,
ET-029-2022,RE-0101-IE-2023,01-09-2023,168,160,"Gasolina RON 91 (pescadores)",549.61545,0,0,96.91409,335.03042,0,0,0,0,-17.3488,0,0,0,0,0,0,26.50986,0,0,344.19148,0,344.19148,0,0,0,0,0,0,0,0,0,0,0,0,344.19148,False,0,0,,,,,,
ET-029-2022,RE-0101-IE-2023,01-09-2023,168,160,"Diésel para uso automotriz de 50 ppm de azufre",549.61545,0,0,97.53054,337.16147,0,0.11839,7.95991,0,0,0,0,-24.63533,4.51099,154.5,0.36768,26.77986,11.64,0,363.90298,0,518.40298,3.75,522.15298,56.68,0,12.77,0,587.85298,1.66,590,0,0,0,355.94307,False,0,0,,,,,,
ET-029-2022,RE-0101-IE-2023,01-09-2023,168,160,"Diésel uso automotriz 50 ppm azufre (pescadores)",549.61545,0,0,97.53054,337.16147,0,0,0,0,-17.39986,0,0,0,0,0,0,26.77986,0,0,346.54148,0,346.54148,0,0,0,0,0,0,0,0,0,0,0,0,346.54148,False,0,0,,,,,,
ET-029-2022,RE-0101-IE-2023,01-09-2023,168,160,"Diésel marino",549.61545,0,0,248.59443,859.38687,0,0,0,0,0,0,0,0,0,154.5,0.36768,26.77986,11.64,0,898.17606,0,1052.67441,0,0,0,0,0,0,0,0,0,0,0,0,898.17441,False,0,0,,,,,,
ET-029-2022,RE-0101-IE-2023,01-09-2023,168,160,Keroseno,549.61545,0,0,104.06527,359.75193,0,0.11839,7.95991,0,0,0,0,0,1.72116,74.5,0.36768,25.10986,10.27,0,405.29894,0,479.79894,3.75,483.54894,56.68,0,12.77,0,549.24894,1.66,551,0,0,0,397.33903,False,0,0,,,,,,
ET-029-2022,RE-0101-IE-2023,01-09-2023,168,160,Bunker,549.61545,0,0,77.84005,269.09179,0,0.11839,0,0,0,-40.00971,0,-20.04131,-3.21215,25,0.36768,50.12986,13.45,0,269.89456,0,294.89456,3.75,298.64456,0,0,0,0,0,0,0,0,0,0,309.90427,False,0,0,,,,,,
ET-029-2022,RE-0101-IE-2023,01-09-2023,168,160,"Bunker Térmico ICE",549.61545,0,0,84.40683,291.79303,0,0,0,0,0,1.0088,0,0,0,25,0.36768,14.89986,3.19,0,311.25938,0,336.25938,0,0,0,0,0,0,0,0,0,0,0,0,310.25057,False,0,0,,,,,,
ET-029-2022,RE-0101-IE-2023,01-09-2023,168,160,"Bunker Térmico ICE 2",549.61545,0,0,82.87724,286.50527,0,0,0,0,0,-30.18943,0,0,-0.29396,25,0.36768,14.89986,3.19,0,274.47942,0,299.47942,0,0,0,0,0,0,0,0,0,0,0,0,304.66885,False,0,0,,,,,,
ET-029-2022,RE-0101-IE-2023,01-09-2023,168,160,"IFO 380",549.61545,0,0,150.44968,520.10207,0,0,0,0,0,0,0,0,0,0,0.36768,42.08986,12.72,0,575.28061,0,575.27961,0,0,0,0,0,0,0,0,0,0,0,0,575.27961,False,506.44285,644.11737,,,,,,
ET-029-2022,RE-0101-IE-2023,01-09-2023,168,160,Asfalto,549.61545,0,0,82.47443,285.11274,0,0.11839,0,0,0,0,0,-19.86032,1.79746,53.25,0.36768,58.85986,16.2,0,342.59582,0,395.84582,3.75,399.59582,0,0,0,0,0,0,0,0,0,0,342.59582,False,0,0,,,,,,
ET-029-2022,RE-0101-IE-2023,01-09-2023,168,160,"Asfalto AC-10",549.61545,0,0,81.96465,283.35044,0,0,0,0,0,0,0,0,0,53.25,0.36768,59.06707,16.2,0,358.98519,0,412.23519,3.75,415.98519,0,0,0,0,0,0,0,0,0,0,358.98519,False,0,0,,,,,,
ET-029-2022,RE-0101-IE-2023,01-09-2023,168,160,"Diésel pesado o gasóleo",549.61545,0,0,86.35422,298.52512,0,0.11839,7.95991,0,0,0,0,0,1.89398,51.25,0.36768,22.87986,6.07,0,337.81495,0,389.06495,3.75,392.81495,0,0,0,0,0,0,0,0,0,0,329.85504,False,0,0,,,,,,
ET-029-2022,RE-0101-IE-2023,01-09-2023,168,160,"Emulsión asfáltica rápida (RR)",549.61545,0,0,53.18665,183.86538,0,0.11839,0,0,0,0,0,0,0.17675,40.25,0.36768,27.00986,13.78,0,225.31806,0,265.56806,3.75,269.31806,0,0,0,0,0,0,0,0,0,0,225.31806,False,0,0,,,,,,
ET-029-2022,RE-0101-IE-2023,01-09-2023,168,160,"Emulsión asfáltica lenta (RL)",549.61545,0,0,53.60838,185.32328,0,0.11839,0,0,0,0,0,0,0.22356,40.25,0.36768,16.55986,13.78,0,216.37278,0,256.62278,3.75,260.37278,0,0,0,0,0,0,0,0,0,0,216.37278,False,0,0,,,,,,
ET-029-2022,RE-0101-IE-2023,01-09-2023,168,160,"LPG (70-30)",549.61545,0,0,30.81787,106.53688,0,0.11839,0,0,0,-37.26815,0,-20.85261,5.93813,24,0.36768,21.95986,10.56,0,87.36018,0,111.36018,0,0,56.68,0,0,49.605,217.64518,0,218,62.229,71.558,294.75218,124.62833,True,0,0,,,,,,
ET-029-2022,RE-0101-IE-2023,01-09-2023,168,160,"LPG (rico en propano)",549.61545,0,0,72.45512,250.47616,0,0,0,0,0,-33.62176,0,0,0,24,0.36768,22.08986,10.56,0,249.87242,0,273.87242,0,0,56.68,0,0,49.605,380.15742,0,380,62.229,71.558,457.26442,283.49418,True,0,0,,,,,,
ET-029-2022,RE-0101-IE-2023,01-09-2023,168,160,Av-Gas,549.61545,0,0,192.5196,665.53711,0,0.11839,7.95991,0,0,0,0,-32.28326,10.48151,261.5,0.36768,52.34986,30.22,0,734.75121,0,996.25121,0,0,0,17.27,0,0,1013.52121,0,1014,0,0,0,726.7913,False,895.01553,1097.48688,,,,,,
ET-029-2022,RE-0101-IE-2023,01-09-2023,168,160,"Jet fuel A-1",549.61545,0,0,104.06527,359.75193,0,0.11839,0,0,0,0,0,-35.01452,12.43561,156.75,0.36768,54.12986,14.07,0,405.85896,0,562.60896,0,0,0,17.27,0,0,579.87896,0,580,0,0,0,405.85896,False,435.8795,689.33841,,,,,,
ET-029-2022,RE-0101-IE-2023,01-09-2023,168,160,"Nafta pesada",549.61545,0,0,99.77843,344.9324,0,0,0,0,0,0,0,0,0,38,0.36768,17.69986,10.5,0,373.49994,0,411.49994,3.75,415.24994,0,0,0,0,0,0,0,0,0,0,373.49994,True,0,0,,,,,,
ET-065-2023,RE-0098-IE-2023,15-08-2023,152,147,"Gasolina RON 95",549.61545,0,0,102.64277,354.83438,0,0.11839,7.95991,0,0,0,0,-35.06499,10.73569,273.5,0.36768,26.72986,10.97,0,376.65092,0,650.15092,3.75,653.90092,56.68,0,12.77,0,719.60092,1.66,721,0,0,0,368.69101,True,0,0,,,,,,
ET-065-2023,RE-0098-IE-2023,15-08-2023,152,147,"Gasolina RON 91",549.61545,0,0,96.91409,335.03042,0,0.11839,7.95991,0,0,0,0,-27.52427,5.40058,261.5,0.36768,26.50986,11.17,0,359.03257,0,620.53257,3.75,624.28257,56.68,0,12.77,0,689.98257,1.66,692,0,0,0,351.07266,True,0,0,,,,,,
ET-065-2023,RE-0098-IE-2023,15-08-2023,152,147,"Gasolina RON 91 (pescadores)",549.61545,0,0,96.91409,335.03042,0,0,0,0,-17.3488,0,0,0,0,0,0,26.50986,0,0,344.19148,0,344.19148,0,0,0,0,0,0,0,0,0,0,0,0,344.19148,True,0,0,,,,,,
ET-065-2023,RE-0098-IE-2023,15-08-2023,152,147,"Diésel para uso automotriz de 50 ppm de azufre",549.61545,0,0,97.53054,337.16147,0,0.11839,7.95991,0,0,0,0,-24.63533,4.51099,154.5,0.36768,26.77986,11.64,0,363.90298,0,518.40298,3.75,522.15298,56.68,0,12.77,0,587.85298,1.66,590,0,0,0,355.94307,True,0,0,,,,,,
ET-065-2023,RE-0098-IE-2023,15-08-2023,152,147,"Diésel uso automotriz 50 ppm azufre (pescadores)",549.61545,0,0,97.53054,337.16147,0,0,0,0,-17.39986,0,0,0,0,0,0,26.77986,0,0,346.54148,0,346.54148,0,0,0,0,0,0,0,0,0,0,0,0,346.54148,True,0,0,,,,,,
ET-065-2023,RE-0098-IE-2023,15-08-2023,152,147,"Diésel marino",549.61545,0,0,248.59443,859.38687,0,0,0,0,0,0,0,0,0,154.5,0.36768,26.77986,11.64,0,898.17606,0,1052.67441,0,0,0,0,0,0,0,0,0,0,0,0,898.17441,True,0,0,,,,,,
ET-065-2023,RE-0098-IE-2023,15-08-2023,152,147,Keroseno,549.61545,0,0,104.06527,359.75193,0,0.11839,7.95991,0,0,0,0,0,1.72116,74.5,0.36768,25.10986,10.27,0,405.29894,0,479.79894,3.75,483.54894,56.68,0,12.77,0,549.24894,1.66,551,0,0,0,397.33903,True,0,0,,,,,,
ET-065-2023,RE-0098-IE-2023,15-08-2023,152,147,Bunker,549.61545,0,0,77.84005,269.09179,0,0.11839,0,0,0,-40.00971,0,-20.04131,-3.21215,25,0.36768,50.12986,13.45,0,269.89456,0,294.89456,3.75,298.64456,0,0,0,0,0,0,0,0,0,0,309.90427,True,0,0,,,,,,
ET-065-2023,RE-0098-IE-2023,15-08-2023,152,147,"Bunker Térmico ICE",549.61545,0,0,84.40683,291.79303,0,0,0,0,0,1.0088,0,0,0,25,0.36768,14.89986,3.19,0,311.25938,0,336.25938,0,0,0,0,0,0,0,0,0,0,0,0,310.25057,True,0,0,,,,,,
ET-065-2023,RE-0098-IE-2023,15-08-2023,152,147,"Bunker Térmico ICE 2",549.61545,0,0,82.87724,286.50527,0,0,0,0,0,-30.18943,0,0,-0.29396,25,0.36768,14.89986,3.19,0,274.47942,0,299.47942,0,0,0,0,0,0,0,0,0,0,0,0,304.66885,True,0,0,,,,,,
ET-065-2023,RE-0098-IE-2023,15-08-2023,152,147,"IFO 380",549.61545,0,0,150.44968,520.10207,0,0,0,0,0,0,0,0,0,0,0.36768,42.08986,12.72,0,575.28061,0,575.27961,0,0,0,0,0,0,0,0,0,0,0,0,575.27961,True,506.44285,644.11737,,,,,,
ET-065-2023,RE-0098-IE-2023,15-08-2023,152,147,Asfalto,549.61545,0,0,82.47443,285.11274,0,0.11839,0,0,0,0,0,-19.86032,1.79746,53.25,0.36768,58.85986,16.2,0,342.59582,0,395.84582,3.75,399.59582,0,0,0,0,0,0,0,0,0,0,342.59582,True,0,0,,,,,,
ET-065-2023,RE-0098-IE-2023,15-08-2023,152,147,"Asfalto AC-10",549.61545,0,0,81.96465,283.35044,0,0,0,0,0,0,0,0,0,53.25,0.36768,59.06707,16.2,0,358.98519,0,412.23519,3.75,415.98519,0,0,0,0,0,0,0,0,0,0,358.98519,True,0,0,,,,,,
ET-065-2023,RE-0098-IE-2023,15-08-2023,152,147,"Diésel pesado o gasóleo",549.61545,0,0,86.35422,298.52512,0,0.11839,7.95991,0,0,0,0,0,1.89398,51.25,0.36768,22.87986,6.07,0,337.81495,0,389.06495,3.75,392.81495,0,0,0,0,0,0,0,0,0,0,329.85504,True,0,0,,,,,,
ET-065-2023,RE-0098-IE-2023,15-08-2023,152,147,"Emulsión asfáltica rápida (RR)",549.61545,0,0,53.18665,183.86538,0,0.11839,0,0,0,0,0,0,0.17675,40.25,0.36768,27.00986,13.78,0,225.31806,0,265.56806,3.75,269.31806,0,0,0,0,0,0,0,0,0,0,225.31806,True,0,0,,,,,,
ET-065-2023,RE-0098-IE-2023,15-08-2023,152,147,"Emulsión asfáltica lenta (RL)",549.61545,0,0,53.60838,185.32328,0,0.11839,0,0,0,0,0,0,0.22356,40.25,0.36768,16.55986,13.78,0,216.37278,0,256.62278,3.75,260.37278,0,0,0,0,0,0,0,0,0,0,216.37278,True,0,0,,,,,,
ET-065-2023,RE-0098-IE-2023,15-08-2023,152,147,"LPG (70-30)",549.61545,0,0,30.81787,106.53688,0,0.11839,0,0,0,-37.26815,0,-20.85261,5.93813,24,0.36768,21.95986,10.56,0,87.36018,0,111.36018,0,0,56.68,0,0,49.33,217.37018,0,217,62.229,71.558,294.47718,124.62833,True,0,0,,,,,,
ET-065-2023,RE-0098-IE-2023,15-08-2023,152,147,"LPG (rico en propano)",549.61545,0,0,72.45512,250.47616,0,0,0,0,0,-33.62176,0,0,0,24,0.36768,22.08986,10.56,0,249.87242,0,273.87242,0,0,56.68,0,0,49.33,379.88242,0,380,62.229,71.558,456.98942,283.4937,True,0,0,,,,,,
ET-065-2023,RE-0098-IE-2023,15-08-2023,152,147,Av-Gas,549.61545,0,0,192.5196,665.53711,0,0.11839,7.95991,0,0,0,0,-32.28326,10.48151,261.5,0.36768,52.34986,30.22,0,734.75121,0,996.25121,0,0,0,17.27,0,0,1013.52121,0,1014,0,0,0,726.7913,True,895.01553,1097.48688,,,,,,
ET-065-2023,RE-0098-IE-2023,15-08-2023,152,147,"Jet fuel A-1",549.61545,0,0,104.06527,359.75193,0,0.11839,0,0,0,0,0,-35.01452,12.43561,156.75,0.36768,54.12986,14.07,0,405.85896,0,562.60896,0,0,0,17.27,0,0,579.87896,0,580,0,0,0,405.85896,True,435.8795,689.33841,,,,,,
ET-065-2023,RE-0098-IE-2023,15-08-2023,152,147,"Nafta pesada",549.61545,0,0,99.77843,344.9324,0,0,0,0,0,0,0,0,0,38,0.36768,17.69986,10.5,0,373.49994,0,411.49994,3.75,415.24994,0,0,0,0,0,0,0,0,0,0,373.49994,True,0,0,,,,,,
ET-058-2023,RE-0096-IE-2023,09-08-2023,148,144,"Gasolina RON 95",549.61545,0,0,102.64277,354.83438,0,0.11839,7.95991,0,0,0,0,-35.06499,10.73569,275.25,0.36768,26.72986,10.97,0,376.65092,0,651.90092,3.75,655.65092,56.68,0,12.77,0,721.35092,1.66,723,0,0,0,368.69101,True,0,0,,,,,,
ET-058-2023,RE-0096-IE-2023,09-08-2023,148,144,"Gasolina RON 91",549.61545,0,0,96.91409,335.03042,0,0.11839,7.95991,0,0,0,0,-27.52427,5.40058,263,0.36768,26.50986,11.17,0,359.03257,0,622.03257,3.75,625.78257,56.68,0,12.77,0,691.48257,1.66,693,0,0,0,351.07266,True,0,0,,,,,,
ET-058-2023,RE-0096-IE-2023,09-08-2023,148,144,"Gasolina RON 91 (pescadores)",549.61545,0,0,96.91409,335.03042,0,0,0,0,-17.3488,0,0,0,0,0,0,26.50986,0,0,344.19148,0,344.19148,0,0,0,0,0,0,0,0,0,0,0,0,344.19148,True,0,0,,,,,,
ET-058-2023,RE-0096-IE-2023,09-08-2023,148,144,"Diésel para uso automotriz de 50 ppm de azufre",549.61545,0,0,97.53054,337.16147,0,0.11839,7.95991,0,0,0,0,-24.63533,4.51099,155.5,0.36768,26.77986,11.64,0,363.90298,0,519.40298,3.75,523.15298,56.68,0,12.77,0,588.85298,1.66,591,0,0,0,355.94307,True,0,0,,,,,,
ET-058-2023,RE-0096-IE-2023,09-08-2023,148,144,"Diésel uso automotriz 50 ppm azufre (pescadores)",549.61545,0,0,97.53054,337.16147,0,0,0,0,-17.39986,0,0,0,0,0,0,26.77986,0,0,346.54148,0,346.54148,0,0,0,0,0,0,0,0,0,0,0,0,346.54148,True,0,0,,,,,,
ET-058-2023,RE-0096-IE-2023,09-08-2023,148,144,"Diésel marino",549.61545,0,0,248.59491,859.38852,0,0,0,0,0,0,0,0,0,155.5,0.36768,26.77986,11.64,0,898.17606,0,1053.67606,0,0,0,0,0,0,0,0,0,0,0,0,898.17606,True,0,0,,,,,,
ET-058-2023,RE-0096-IE-2023,09-08-2023,148,144,Keroseno,549.61545,0,0,104.06527,359.75193,0,0.11839,7.95991,0,0,0,0,0,1.72116,75,0.36768,25.10986,10.27,0,405.29894,0,480.29894,3.75,484.04894,56.68,0,12.77,0,549.74894,1.66,551,0,0,0,397.33903,True,0,0,,,,,,
ET-058-2023,RE-0096-IE-2023,09-08-2023,148,144,Bunker,549.61545,0,0,77.84005,269.09179,0,0.11839,0,0,0,-40.00971,0,-20.04131,-3.21215,25.25,0.36768,50.12986,13.45,0,269.89456,0,295.14456,3.75,298.89456,0,0,0,0,0,0,0,0,0,0,309.90427,True,0,0,,,,,,
ET-058-2023,RE-0096-IE-2023,09-08-2023,148,144,"Bunker Térmico ICE",549.61545,0,0,84.40683,291.79303,0,0,0,0,0,1.0088,0,0,0,25.25,0.36768,14.89986,3.19,0,311.25938,0,336.50938,0,0,0,0,0,0,0,0,0,0,0,0,310.25057,True,0,0,,,,,,
ET-058-2023,RE-0096-IE-2023,09-08-2023,148,144,"Bunker Térmico ICE 2",549.61545,0,0,82.87724,286.50527,0,0,0,0,0,-30.18943,0,0,-0.29396,25.25,0.36768,14.89986,3.19,0,274.47942,0,299.72942,0,0,0,0,0,0,0,0,0,0,0,0,304.66885,True,0,0,,,,,,
